,Distance,fare_amount,passenger_count
64,19.32326290012552,45.0,2.0
65,20.5431703292561,57.33,1.0
66,21.026264895717805,49.57,1.0
67,16.433749306381213,37.3,4.0
68,16.830282864821857,32.5,1.0
69,16.293996890374945,31.7,1.0
70,14.257968476833167,34.0,2.0
71,17.711535291998857,43.5,4.0
72,9.43242584424447,14.5,1.0
73,18.119012696129264,41.5,1.0
74,20.917090683196193,57.33,1.0
75,19.87069645180045,57.33,1.0
76,11.952242800367394,30.5,1.0
77,21.46640427899336,49.57,3.0
78,5.7058883793906565,23.0,2.0
79,21.600490571127292,57.33,1.0
80,20.73541739100705,57.33,1.0
81,0.0002791616541278108,49.57,2.0
82,20.0525133216193,50.5,5.0
83,17.88760612380819,39.0,1.0
84,21.132187532335372,52.0,1.0
85,15.253390680471625,39.5,1.0
86,13.267923009744955,25.3,1.0
87,9.818745216059943,25.7,1.0
88,22.731270836527823,57.33,2.0
89,21.76246646679716,57.54,1.0
90,13.037589608594956,30.5,2.0
91,19.311527321829715,52.0,1.0
92,1.4521635586369108,7.5,1.0
93,3.929807681085364,11.3,1.0
94,18.167530508022853,42.0,1.0
95,16.368753145702385,42.0,1.0
96,21.17291574201236,52.0,1.0
97,21.058955811143466,57.33,1.0
98,14.011019912221697,28.5,1.0
99,9.795793291570552,30.5,5.0
100,29.48027934418786,56.5,2.0
101,19.177510764718253,49.8,2.0
102,14.464441067379582,33.0,2.0
103,26.378382014297053,49.57,1.0
104,21.303246728833546,57.33,2.0
105,17.048859706941908,32.9,1.0
106,20.860273937312183,45.0,5.0
107,15.183457095084766,56.5,1.0
108,17.395316210560118,33.7,1.0
109,8.634480497694122,27.0,1.0
110,21.20333971795644,52.0,1.0
111,17.82083645235692,31.7,1.0
112,20.498639634765862,11.0,1.0
113,22.029069717340732,57.33,1.0
114,21.459155165259567,49.8,3.0
115,22.340364983162583,57.33,1.0
116,22.03478242974777,49.8,1.0
117,14.088889762975494,42.0,1.0
118,20.46396611611459,57.33,1.0
119,5.517627597981267,20.5,4.0
120,23.0440221672037,57.33,3.0
121,19.149555292835398,33.7,1.0
122,5.7829497591797985,20.5,1.0
123,21.350795667136047,49.8,3.0
124,21.693308482021965,57.54,1.0
125,13.140698093475782,24.1,1.0
126,19.72139655171615,57.33,1.0
127,22.254861173009854,49.57,1.0
128,21.49447578051407,57.33,1.0
129,21.168133960466246,57.33,1.0
130,21.92269113025105,52.0,5.0
131,21.38660448113172,57.33,1.0
132,20.09426220411817,45.0,1.0
133,21.563329867091287,49.8,2.0
134,12.580615094250822,25.3,1.0
135,7.948117259023109,19.3,1.0
136,1.1116350321240067,7.3,1.0
137,17.300648349894715,36.1,1.0
138,12.623298809902993,37.0,2.0
139,0.00023785615794686495,50.5,1.0
140,19.18623838509067,49.57,1.0
141,12.445902209885563,32.0,1.0
142,11.505066080087593,26.9,3.0
143,21.20481469492063,49.8,1.0
144,22.448906437148406,49.8,1.0
145,7.749536919561088,26.5,1.0
146,18.332239733280954,51.5,1.0
147,10.191268496466114,22.1,1.0
148,14.858718263453113,37.5,2.0
149,23.708278094656194,57.33,1.0
150,10.917970298701832,12.5,5.0
151,20.798004172537716,56.8,1.0
152,11.831037432481509,22.1,1.0
153,21.003332546916315,57.33,3.0
154,20.88091728798762,57.33,2.0
155,16.516817619212052,41.0,1.0
156,13.766365498907009,30.5,1.0
157,16.267363773400053,34.9,2.0
158,18.611545624112,39.3,1.0
159,20.744878855622296,49.8,1.0
160,7.35117626139983,16.1,3.0
161,8.896882419719265,22.0,1.0
162,20.942783075666675,56.8,1.0
163,23.196941319172375,49.57,2.0
164,32.61010174579912,69.7,1.0
165,22.320217767778367,57.33,1.0
166,3.3603600240071447,11.7,1.0
167,20.581754789041113,49.8,5.0
168,21.651905384610853,52.0,1.0
169,22.132858635605636,49.57,1.0
170,19.511848069342577,45.0,6.0
171,17.903141975053178,36.9,2.0
172,21.632387056662253,57.33,1.0
173,21.49127210101173,57.33,1.0
174,9.812797778261508,26.5,2.0
175,21.623922805182858,57.33,1.0
176,22.019261574664306,4.1,1.0
177,19.073167212114868,57.54,6.0
178,20.330861150833822,5.5,5.0
179,21.030722449442802,52.0,1.0
180,19.736854777837852,57.33,2.0
181,21.359595097997307,57.33,1.0
182,19.18359839321333,49.8,1.0
183,20.144943252891167,57.33,2.0
184,15.293912043766724,30.1,1.0
185,21.61334795373002,57.33,1.0
186,20.892005623984822,49.8,1.0
187,20.423556605740426,57.33,1.0
188,22.54621314075533,49.8,1.0
189,19.749798142362653,45.0,1.0
190,20.018711402301065,57.54,2.0
191,20.007631687995246,49.57,5.0
192,21.448735336255744,57.33,1.0
193,8.361076331208714,17.7,1.0
194,19.56564165761613,52.0,1.0
195,20.37000885622027,52.0,2.0
196,19.493185545147856,39.7,1.0
197,15.78204082849236,31.5,2.0
198,20.12438325002157,49.57,2.0
199,20.54168962149762,57.33,1.0
200,19.787164067088558,57.33,2.0
201,19.25334846424109,57.33,1.0
202,20.532427296934873,49.8,2.0
203,17.639627915371637,52.1,2.0
204,19.08676799500202,57.33,2.0
205,19.252809046928107,57.33,1.0
206,19.28465829804052,49.8,1.0
207,3.6527421411066316,13.0,6.0
208,19.10956109436413,49.15,1.0
209,19.033107243101675,57.33,2.0
210,21.37199203541107,57.33,1.0
211,4.311051728628558,16.1,1.0
212,15.788735244161833,33.0,1.0
213,20.73502563240966,57.33,1.0
214,20.40984428962292,57.33,2.0
215,19.910575380417626,49.8,1.0
216,20.152709156337508,49.8,5.0
217,21.003131724593636,57.33,4.0
218,20.443182016113614,57.33,1.0
219,15.751362619294046,32.5,1.0
220,15.939701839534926,45.3,2.0
221,22.07225286552822,49.57,3.0
222,15.709325030581352,34.0,1.0
223,13.653617018905981,42.5,1.0
224,21.147456125012155,45.0,1.0
225,2.124925418691967,8.5,6.0
226,21.62298162006893,57.54,1.0
227,22.221043478595934,45.0,1.0
228,21.356919135413808,57.33,2.0
229,21.536896667448662,52.0,1.0
230,20.7186722626297,57.33,2.0
231,20.995676036840056,56.8,2.0
232,19.829176174495032,13.7,1.0
233,0.3259069266040766,3.0,1.0
234,20.198839505708847,49.8,1.0
235,15.470646815505592,54.1,1.0
236,15.984520422746048,33.7,2.0
237,20.42787515667821,45.0,2.0
238,20.788191881497873,57.33,2.0
239,23.82555982391437,49.57,1.0
240,19.603537175256527,45.0,2.0
241,17.857270006028852,49.8,1.0
242,17.845033024877647,36.1,2.0
243,16.87698369262939,49.5,1.0
244,17.908656725640817,44.1,1.0
245,14.780676940626217,42.5,1.0
246,3.2431752972473884,16.9,5.0
247,20.97922975356571,57.33,1.0
248,16.37614679600728,42.0,2.0
249,20.75912680872952,49.8,1.0
250,6.509165561796481,20.0,1.0
251,20.558385060535862,49.8,1.0
252,20.04062732759646,45.0,2.0
253,20.96600933333017,49.8,1.0
254,20.923671247393663,57.33,2.0
255,0.0007893374503573836,45.0,1.0
256,16.85102042194288,38.5,1.0
257,14.067471779775913,23.7,1.0
258,19.19191306065833,57.54,1.0
259,0.22015644928280093,5.7,5.0
260,11.91433348535155,8.1,5.0
261,3.1160336822834496,8.9,1.0
262,19.723208976308815,5.5,1.0
263,0.2142707256093918,4.5,2.0
264,0.27577638678930383,3.7,5.0
265,4.284395605910899,15.0,1.0
266,0.0025070207789182424,16.0,1.0
267,3.061206667005163,8.9,1.0
268,2.1044386842055025,7.7,1.0
269,2.3305422959891398,8.9,1.0
270,5.220205833775682,15.5,5.0
271,1.6851474624571847,5.3,1.0
272,11.625631066494698,30.5,1.0
273,1.3011169130092812,4.9,1.0
274,6.524299271681866,20.5,5.0
275,1.1838701801361562,5.3,1.0
276,0.00317260912327426,49.3,2.0
277,3.8939444708319013,12.0,1.0
278,1.3070216953918503,4.9,1.0
279,2.4528725356463617,8.5,1.0
280,0.6699799577771431,9.3,1.0
281,4.951539824390041,17.5,1.0
282,16.424077833049818,49.8,1.0
283,3.685943596335879,9.3,5.0
284,0.1944787536718861,3.3,1.0
285,7.461872709501195,22.0,2.0
286,4.495446379045335,17.0,1.0
287,1.0731900482448558,5.3,1.0
288,3.968642549084018,13.5,2.0
289,2.9184460828017267,10.0,1.0
290,9.27571467414585,28.0,1.0
291,0.34214181798429466,3.3,1.0
292,5.468442972381382,16.5,1.0
293,1.34606867687188,6.5,1.0
294,0.7649649618736571,4.1,1.0
295,5.6401514219183575,15.7,1.0
296,10.554017816940656,25.0,1.0
297,0.4261858249453101,3.3,4.0
298,1.9407312698227956,8.1,1.0
299,13.675761874662285,30.1,5.0
300,3.2528040830982565,20.0,1.0
301,2.1331271657137005,14.9,5.0
302,3.7742738299134504,18.0,6.0
303,0.4642795018234256,7.3,1.0
304,4.970786950159424,12.9,1.0
305,6.284814883467202,15.3,1.0
306,0.8672016517883131,6.0,2.0
307,2.8152159668737786,9.3,1.0
308,1.4572298186484176,7.5,1.0
309,11.481336634335511,25.7,5.0
310,7.2964850180729615,15.7,2.0
311,9.244172948828725,20.9,2.0
312,7.9130668147572765,25.33,1.0
313,3.735086638468181,12.0,1.0
314,12.337325458369484,24.5,1.0
315,1.88852085028498,8.0,3.0
316,5.520956032090537,21.0,1.0
317,15.04961621401759,36.0,2.0
318,5.4438205007209595,13.3,1.0
319,1.8771664520228748,6.0,1.0
320,5.188597119750977,12.9,2.0
321,4.7688067283235664,15.0,1.0
322,4.110115467734434,13.0,1.0
323,4.804537775294365,12.5,3.0
324,1.2983309433307142,6.5,1.0
325,4.120121532373839,16.1,1.0
326,16.588564236072497,57.33,1.0
327,2.4562726288373207,7.7,2.0
328,8.79094456721125,20.5,1.0
329,1.826820992114032,6.5,1.0
330,1.0928842244430024,4.5,2.0
331,1.3956973195547908,5.7,1.0
332,6.277928372816532,15.3,2.0
333,3.697139044829538,12.5,1.0
334,2.4721300779904847,7.3,1.0
335,4.762530427288255,13.7,1.0
336,2.5159662567921464,8.5,1.0
337,9.322058147089402,27.47,2.0
338,19.319935261353095,75.33,1.0
339,5.581127337205572,16.1,1.0
340,2.1802819672113385,7.7,3.0
341,0.8951100755443675,4.5,1.0
342,8.083594149173582,25.0,1.0
343,2.3257172964885773,7.3,1.0
344,1.6353217544832386,4.5,1.0
345,1.6817747355291837,7.7,1.0
346,9.389769898219708,30.5,2.0
347,7.5737968649985214,17.7,1.0
348,16.910324761346242,45.0,1.0
349,7.7215158698438895,17.7,1.0
350,1.79539729400353,7.5,1.0
351,13.372247440993721,26.5,1.0
352,0.10068743312819722,7.3,1.0
353,4.409204261904284,12.9,1.0
354,2.5114967838058364,8.5,1.0
355,4.95467881890251,12.1,1.0
356,3.3442098180087747,12.5,1.0
357,2.1378567884196,6.9,1.0
358,2.342478786811361,8.5,1.0
359,1.73906615168422,4.9,1.0
360,1.1365512369998678,6.1,1.0
361,6.555252979628768,18.5,1.0
362,4.448124590940725,13.3,3.0
363,0.9753751004104674,6.1,1.0
364,4.320823051362806,15.5,2.0
365,7.5068323365128125,4.5,1.0
366,4.017264950408086,14.5,1.0
367,9.308966257114527,27.5,2.0
368,4.448374021975896,18.0,1.0
369,8.677341492365107,22.1,1.0
370,0.7083980786180316,4.5,1.0
371,0.10573511690153292,2.5,1.0
372,3.456860089686542,11.7,5.0
373,1.3532500132583418,6.5,1.0
374,0.6516799932253856,3.7,2.0
375,13.552348191138972,35.5,1.0
376,9.75331525452571,17.3,2.0
377,7.2409437235827765,19.3,1.0
378,1.4722284482766168,9.0,1.0
379,2.836259695691085,10.5,1.0
380,6.7025908040589774,19.5,1.0
381,0.9246917502780828,5.3,1.0
382,3.956460777441984,15.0,1.0
383,4.124147982370296,10.9,1.0
384,1.7672227079163023,6.5,1.0
385,0.7337757749531073,3.3,1.0
386,0.7928892345976267,13.0,1.0
387,5.652356606436044,14.9,1.0
388,3.3299766081148863,11.5,1.0
389,1.5584850186500352,5.3,5.0
390,4.753934967358085,15.7,3.0
391,3.6380009535967885,13.7,1.0
392,0.8312359436967611,4.5,1.0
393,4.220367964719725,9.3,1.0
394,3.4127023987402416,8.5,1.0
395,1.5873413941458308,5.7,1.0
396,1.1820223287501554,7.7,3.0
397,1.7375240638976477,6.5,5.0
398,8.8941099971205,23.3,1.0
399,3.9495088438236094,11.5,1.0
400,7.986279411020956,25.5,6.0
401,5.954424479907472,12.5,1.0
402,8.62995098437008,17.3,1.0
403,0.7512587264249884,3.5,1.0
404,3.6805106711429527,9.7,1.0
405,3.9869362750543464,12.1,1.0
406,0.8127211853742123,5.0,1.0
407,0.7339641165644684,5.0,1.0
408,0.6244805457510453,3.7,3.0
409,1.0274076239581154,6.5,1.0
410,2.8086299528705267,10.6,1.0
411,5.1689200020749535,12.9,6.0
412,0.6882969622366101,4.0,1.0
413,2.7064587766567016,8.1,1.0
414,1.898387683730063,7.5,2.0
415,1.9139267465672745,9.0,4.0
416,0.8761565096295701,5.0,2.0
417,4.07356411320659,9.3,1.0
418,1.2962846974700857,5.3,1.0
419,8.133177244762402,18.9,2.0
420,6.554726005543358,15.3,2.0
421,3.802366214776764,12.5,3.0
422,6.920424902006736,16.9,3.0
423,3.622580778129775,27.0,2.0
424,7.284037948419741,26.5,5.0
425,5.103425721934733,12.1,4.0
426,4.35307711385409,15.5,5.0
427,1.857582936609121,8.0,1.0
428,9.348339811783367,21.5,1.0
429,6.1967059268782725,16.1,2.0
430,2.2731898193004474,8.5,1.0
431,16.047985311337015,50.0,4.0
432,4.424761149451378,10.9,1.0
433,3.646336615014075,12.1,1.0
434,2.610006763646679,11.5,1.0
435,1.9948536220300224,8.5,1.0
436,6.731696147171833,18.9,4.0
437,4.322093049623103,15.7,1.0
438,5.281601484562893,18.0,1.0
439,3.0101575685782462,10.5,2.0
440,3.164394815366288,11.3,1.0
441,2.6209820720618198,9.3,1.0
442,1.8666385035932156,8.1,1.0
443,4.289282869462177,12.1,1.0
444,0.994954559323936,4.0,1.0
445,7.606369779971786,21.0,2.0
446,4.2878451506308135,11.5,2.0
447,0.5741803246414703,5.5,2.0
448,0.3578255222425498,3.3,1.0
449,6.012179014883724,14.5,1.0
450,3.0950945944204578,10.1,1.0
451,7.6610689876468765,18.1,1.0
452,3.3083641036687133,10.5,5.0
453,4.2467652271728635,10.5,1.0
454,10.828924047340298,26.5,1.0
455,4.197822279457276,11.7,1.0
456,3.965653016782851,11.7,2.0
457,2.796723368431248,10.1,3.0
458,15.99303513314591,49.8,1.0
459,8.227328552871827,18.5,1.0
460,2.702456827644184,8.9,1.0
461,6.181465713051923,16.1,1.0
462,2.8918069735274603,9.0,1.0
463,3.5956952111049283,13.0,1.0
464,2.919597664550156,12.0,1.0
465,9.324731411502784,19.7,1.0
466,2.8876548497113697,12.5,1.0
467,1.2732917341076673,6.5,2.0
468,2.224124719023814,7.7,2.0
469,5.066394866602997,6.9,1.0
470,2.767712591195483,8.5,1.0
471,2.6750515115299565,8.9,3.0
472,10.764284945609818,25.3,1.0
473,6.607528568252548,18.1,1.0
474,5.853471603696558,16.9,1.0
475,8.88547646474078,24.5,1.0
476,8.351485162350981,20.5,2.0
477,6.160593797311594,22.5,5.0
478,4.702301614326559,15.5,1.0
479,13.245643769200873,36.5,1.0
480,10.353823023627672,23.0,3.0
481,7.013431582439471,16.5,4.0
482,0.8733801885488376,4.9,1.0
483,9.869814603175923,18.1,1.0
484,7.056426491446474,18.5,2.0
485,4.755297686202229,10.9,5.0
486,1.5047325835333658,7.7,1.0
487,3.9023185828857385,14.9,5.0
488,1.0651534088955503,7.7,1.0
489,0.8335605767603883,5.0,1.0
490,5.6148823868700894,25.5,1.0
491,6.11101509950396,13.7,1.0
492,3.1637320452793944,10.5,1.0
493,0.004059425789908735,2.5,1.0
494,0.7820318855821385,4.5,1.0
495,4.3131597183232255,12.5,1.0
496,7.195140880469947,23.5,1.0
497,3.2383022404848645,11.0,1.0
498,1.2477072971802958,4.5,1.0
499,7.701691750961863,21.5,1.0
500,6.7845062794499515,18.5,1.0
501,6.063586833849222,26.0,4.0
502,11.085600479901133,26.1,1.0
503,8.79547884448018,23.5,2.0
504,9.084192492385467,28.5,1.0
505,10.10765086375162,27.1,3.0
506,3.5278713114520146,12.1,1.0
507,7.475168484336067,20.5,2.0
508,1.209591696752876,5.0,1.0
509,7.686612954967508,19.7,1.0
510,2.5498082722680184,10.5,3.0
511,2.141611265172183,7.3,1.0
512,1.5143340729904002,5.3,5.0
513,0.9177484000953686,6.1,1.0
514,3.827180619777795,19.0,1.0
515,0.4650524512195538,4.5,3.0
516,11.480148381628945,28.1,2.0
517,7.154165603386875,16.5,1.0
518,2.1599203208368234,17.3,1.0
519,1.3731988939602993,5.7,2.0
520,5.4168355767709055,12.9,1.0
521,1.7052138252995739,5.7,1.0
522,0.6995335886638508,4.9,1.0
523,6.193206483920706,21.5,2.0
524,6.6918510996825145,18.9,1.0
525,8.788541875181764,20.5,1.0
526,7.413366396889612,23.0,1.0
527,1.0449072957582712,6.5,1.0
528,17.703646570140773,45.0,1.0
529,5.270477076157741,13.7,5.0
530,6.23187358947343,17.5,4.0
531,2.762641573861841,7.3,1.0
532,7.815305231868312,20.0,1.0
533,5.915791805918553,19.0,5.0
534,3.520628937918095,8.1,1.0
535,1.366374383893736,12.5,1.0
536,24.699225696313555,55.0,5.0
537,4.093281060230817,13.5,1.0
538,4.628673538599184,10.5,5.0
539,7.4314760793333186,18.1,1.0
540,7.52469807266367,14.9,4.0
541,4.105125856046607,16.0,2.0
542,1.8154003487537869,8.1,1.0
543,4.5791770751823115,13.3,1.0
544,2.707724863483372,9.7,1.0
545,0.602389299894751,5.5,2.0
546,2.2187610602441263,8.1,5.0
547,6.1648107999850925,12.6,1.0
548,4.805272184578653,12.1,2.0
549,5.217896926375033,10.5,5.0
550,6.111535111324023,13.7,2.0
551,3.011477921044357,14.0,6.0
552,6.019979972290795,22.0,1.0
553,3.2284746085058145,14.1,1.0
554,2.196438373937486,8.5,3.0
555,5.30598856947773,11.7,1.0
556,3.357711570194001,11.0,1.0
557,4.6449140337886785,16.5,1.0
558,6.638865251893895,18.0,1.0
559,6.566086943680166,12.9,3.0
560,13.854812680751113,33.0,1.0
561,12.939437568886714,43.0,1.0
562,9.349600434515843,24.5,1.0
563,8.348276675206852,21.7,1.0
564,9.618272498498165,26.5,1.0
565,1.1065661427673508,8.9,1.0
566,8.052507715232908,15.3,1.0
567,4.432260221123139,14.5,1.0
568,4.973950294694153,19.0,1.0
569,6.515386866067286,15.7,1.0
570,3.1071612035362883,15.7,2.0
571,9.207364638905393,27.5,4.0
572,3.0560073663254204,10.1,1.0
573,1.0011669527409703,4.9,1.0
574,7.172831075022598,15.7,5.0
575,2.98397473427173,10.9,2.0
576,3.2590339059108024,11.7,1.0
577,1.3979674140281022,5.5,1.0
578,2.5376304667026868,12.1,2.0
579,5.899482097143734,17.0,1.0
580,8.729786047706476,20.9,1.0
581,2.875667936236419,8.5,2.0
582,4.928242470783118,17.0,6.0
583,5.663880658124459,16.9,1.0
584,7.066448194579799,18.1,1.0
585,6.6955735747475735,14.9,2.0
586,6.834760116894818,15.3,1.0
587,11.315777100157723,19.7,1.0
588,5.320853805519737,18.5,1.0
589,2.082680143940404,9.5,1.0
590,14.422050358061588,39.87,2.0
591,3.1878962071409744,9.5,1.0
592,2.9917933184807404,11.5,1.0
593,1.5538296695639726,7.3,1.0
594,7.067922779431409,21.5,1.0
595,5.067110020299023,14.1,1.0
596,6.06472100088195,18.5,1.0
597,4.271019398311862,12.5,5.0
598,6.556124204025428,18.1,2.0
599,1.5718135567978972,8.1,1.0
600,3.0523953820737355,10.1,1.0
601,7.1740016647964024,19.7,1.0
602,0.6078897211046119,5.3,1.0
603,4.936101690447897,14.9,1.0
604,20.40193701956347,57.33,1.0
605,4.3571924878701465,13.7,2.0
606,13.986221993542776,36.1,1.0
607,6.533175966824339,21.5,1.0
608,14.197428252795348,57.0,1.0
609,2.3161887944513047,7.3,4.0
610,1.8692813250235536,6.9,1.0
611,1.1585025927469024,7.0,2.0
612,5.516347599882966,17.0,5.0
613,1.2049234644780975,6.5,4.0
614,3.8430309828509372,8.9,5.0
615,5.386625052831838,13.0,3.0
616,3.3278715643296564,9.3,1.0
617,1.5661883649295412,7.7,1.0
618,7.101578494816256,18.1,1.0
619,0.13534151579164433,9.0,4.0
620,3.823329216144918,9.7,1.0
621,7.323481723721648,18.5,1.0
622,6.012266259897079,15.7,1.0
623,1.0226343842691743,6.0,1.0
624,2.1511741555140214,9.3,5.0
625,5.0384469061453006,16.9,2.0
626,10.785594110837783,27.0,1.0
627,1.022272046449224,7.0,1.0
628,3.010557147358285,9.7,5.0
629,3.6854694482003336,10.9,5.0
630,14.465735884970472,39.7,1.0
631,9.947411347958779,22.5,1.0
632,3.4567921170654414,10.1,2.0
633,4.972254194671138,17.5,1.0
634,5.622183394562212,19.0,2.0
635,1.3872071051547148,10.0,1.0
636,6.03330599735992,19.5,1.0
637,0.5719566254392524,4.9,1.0
638,5.845667148122518,14.9,5.0
639,0.6712737962090631,6.5,1.0
640,1.4270197771559492,6.1,1.0
641,3.5646113615477235,10.1,5.0
642,3.3791958483749114,12.9,6.0
643,3.3022467008436265,13.0,1.0
644,0.3401808714977433,3.3,1.0
645,4.141427069144232,12.3,1.0
646,0.2505500772103379,2.9,1.0
647,5.280697835028309,11.7,1.0
648,6.3794490909568005,20.5,1.0
649,13.81363384402876,35.5,1.0
650,4.978134559926988,18.5,1.0
651,4.207164869993217,12.1,5.0
652,14.035465280614007,31.5,1.0
653,5.2060529178811015,13.7,1.0
654,3.207499365537132,11.3,3.0
655,0.8433469653342278,6.1,5.0
656,6.358020108007082,24.0,2.0
657,7.154369476406747,20.9,1.0
658,6.881732114203843,49.5,1.0
659,3.5971090396795025,12.0,2.0
660,0.9190728580533228,4.9,1.0
661,5.494401492904788,16.5,1.0
662,1.2406521343754928,11.0,1.0
663,0.9941605032896541,4.9,6.0
664,6.297357287098173,16.5,1.0
665,6.82323510729223,16.0,1.0
666,5.823213802256729,14.9,1.0
667,0.2882045708296721,4.0,1.0
668,4.232174406197382,13.3,2.0
669,12.410909776617075,23.7,5.0
670,2.133513321303393,11.5,1.0
671,14.269077959095569,33.7,1.0
672,6.185127973859848,18.5,2.0
673,5.101590960296312,14.1,1.0
674,1.177630372538562,6.5,1.0
675,6.3797527895090616,19.5,2.0
676,1.583330757397272,6.1,1.0
677,4.800893905225256,12.1,5.0
678,0.4108912122740887,2.9,1.0
679,2.306605691266413,10.0,1.0
680,4.284701150579633,15.5,1.0
681,2.546617439924032,8.5,1.0
682,3.763711214492408,12.9,1.0
683,8.791741470328645,21.3,1.0
684,3.5071510612285697,11.0,1.0
685,6.654137236254329,18.5,5.0
686,4.926321198649042,17.0,1.0
687,9.331025954582216,17.7,1.0
688,3.6088850797106433,11.5,1.0
689,8.44107716576461,28.9,1.0
690,2.4263010382874413,8.5,1.0
691,4.167087112615072,11.5,1.0
692,5.989957508565879,24.5,6.0
693,0.8945203731270152,5.0,1.0
694,2.236044460191787,10.5,1.0
695,1.241514396615633,11.7,1.0
696,3.3654845524988604,8.1,2.0
697,0.8065957442553003,5.3,1.0
698,4.029958295542029,14.5,3.0
699,5.260355803697418,14.9,5.0
700,4.388064711321059,19.5,6.0
701,5.112466077878096,13.5,1.0
702,2.7251892224921432,13.0,1.0
703,4.42362091408319,14.9,1.0
704,4.1356525150963295,10.5,5.0
705,1.3145900005828293,5.7,4.0
706,7.34794474878327,14.5,1.0
707,2.417830460016164,7.7,1.0
708,12.579853879619206,37.07,1.0
709,0.0061127246981235615,2.5,1.0
710,4.727806166279072,18.0,6.0
711,0.8702747378582071,4.1,1.0
712,1.8346772493583476,8.0,1.0
713,4.363350594712578,12.9,1.0
714,2.08343478977072,8.5,1.0
715,4.222898928268195,10.5,1.0
716,6.6477161055196,22.9,2.0
717,3.28355084636132,9.7,2.0
718,5.370209077805166,6.1,5.0
719,2.7377083545283103,9.7,1.0
720,2.9366161007640392,16.1,1.0
721,2.3703382987385093,9.7,2.0
722,6.233075879703213,15.7,5.0
723,6.473343188397973,22.0,1.0
724,9.340831077893933,18.9,1.0
725,3.3469154884084262,7.7,5.0
726,0.6737939109080477,7.3,1.0
727,2.849333443457055,10.0,1.0
728,4.862289003326189,18.9,5.0
729,3.1171478052053443,11.7,1.0
730,6.811884718017545,6.5,1.0
731,5.852471930051303,19.5,1.0
732,5.1869709982894285,16.0,5.0
733,20.260173136634453,45.0,2.0
734,3.137291047694968,10.1,1.0
735,1.151871317917319,4.5,1.0
736,5.345694808692898,23.0,2.0
737,16.932103486507078,35.3,1.0
738,2.8622278009384226,17.3,4.0
739,1.960444388481213,10.0,1.0
740,6.259312231127436,14.1,1.0
741,9.11266156645352,32.0,2.0
742,2.6976044275302558,6.1,3.0
743,5.691015539484417,22.5,1.0
744,0.44197560931675584,5.5,1.0
745,1.4943967682289738,5.3,1.0
746,0.8239002533628133,4.1,1.0
747,0.2234799207419464,2.9,1.0
748,6.051702122655286,12.5,1.0
749,3.1165454944387725,21.0,2.0
750,1.1427288948972163,5.7,1.0
751,9.20551027427803,19.5,1.0
752,10.116412801654906,21.7,1.0
753,6.937351435076767,14.9,1.0
754,2.7799582807395584,8.1,1.0
755,4.588126661349417,12.5,5.0
756,4.833737724928857,12.5,1.0
757,1.1232458953541635,4.5,1.0
758,6.028071426241912,15.0,1.0
759,2.442456225389572,6.5,1.0
760,5.659348090808705,20.0,1.0
761,2.1291813897258614,6.0,1.0
